,image,image height,image width,image area,damage_labels,red value,green value,blue value,sobel edges avg,sobel edges max,sobel edges min,binary edges avg,binary edges median,bianry edges max,binary edges min
629,629,61,45,2745,3,127.01384335154827,149.68633879781422,148.92459016393443,0.06767042877330368,0.3257590449350816,0.0007654108427308519,16.042987249544627,17.0,25.0,0.0
630,630,302,161,48622,0,117.98323804039323,136.60425321870758,141.08333676113693,0.039487860786524186,0.46186889729896996,1.9626155733547187e-17,16.646805972604994,19.0,25.0,0.0
631,631,239,366,87474,0,81.34829777991175,99.6399958844914,94.07395340329698,0.0392121648563794,0.59991651460322,1.9626155733547187e-17,17.169959073553283,22.0,25.0,0.0
632,632,94,70,6580,3,68.25440729483283,88.48571428571428,81.06869300911855,0.03705129126038018,0.28678308098100375,0.0002827696407721302,15.950911854103344,17.0,25.0,0.0
633,633,140,193,27020,0,75.40148038490007,89.61835677276092,84.23926720947446,0.036088799876667285,0.3531070297087263,0.0001421226801363896,16.44282013323464,18.0,25.0,0.0
634,634,57,56,3192,3,89.77443609022556,104.92700501253132,99.41572681704261,0.059200996822798946,0.4290733494793959,0.00053306050187039,16.120927318295738,18.0,25.0,0.0
635,635,187,113,21131,3,71.82068998154371,94.83782121054375,95.89001940277318,0.03947647063365375,0.44586388340474453,0.00014168549301600553,16.790497373527046,20.0,25.0,0.0
636,636,102,55,5610,0,82.07201426024956,100.95490196078431,93.02941176470588,0.03524320526396605,0.23382230548456753,0.00043881411088735696,15.404812834224598,15.0,25.0,0.0
637,637,119,55,6545,0,100.36287242169595,112.72223071046601,104.7694423223835,0.04516606694719021,0.3939257542814474,7.068627450979026e-05,16.35187165775401,19.0,25.0,0.0
638,638,41,43,1763,0,106.5082246171299,134.62790697674419,130.09699376063529,0.047482599778445676,0.3146212445958443,0.00014333333333337028,14.977311401020987,14.0,25.0,0.0
639,639,44,49,2156,3,85.65538033395177,105.7430426716141,104.7495361781076,0.047612966980858956,0.2838824288424662,0.0005300147800308147,16.320500927643785,20.0,25.0,0.0
640,640,287,290,83230,0,83.07116424366214,104.19772918418839,95.22610837438424,0.03682408998595839,0.42449678872432534,8.041606531157445e-06,16.27188513757059,17.0,25.0,0.0
641,641,196,186,36456,0,82.0965821812596,99.4840904103577,91.25729646697388,0.040940797747708306,0.3235712664510723,0.00010523412684717865,16.015552995391705,16.0,25.0,0.0
642,642,97,96,9312,3,77.23807989690722,98.82710481099656,92.09503865979381,0.03934789577666593,0.262856042695166,0.0008449884943332718,16.018900343642613,17.0,25.0,0.0
643,643,84,129,10836,3,70.4234957548911,91.60815799187893,84.91454411221854,0.05506129812049643,0.44721114685157465,0.0,15.838039867109634,16.0,25.0,0.0
644,644,30,28,840,0,80.97738095238095,107.16785714285714,107.53571428571429,0.05060785281394556,0.28811718943778586,0.000691522740406861,15.341666666666667,15.0,25.0,0.0
645,645,74,36,2664,0,59.989489489489486,76.2897897897898,78.61111111111111,0.041078149688169606,0.5077668763413277,0.0,17.663663663663662,24.0,25.0,0.0
646,646,48,53,2544,0,98.61045597484276,119.13443396226415,107.86006289308176,0.059209944224772985,0.2682588520291606,0.00022352962676286563,15.554638364779874,15.0,25.0,0.0
647,647,120,107,12840,0,85.71433021806854,104.89462616822429,106.74221183800623,0.04085025435875795,0.31927806091689537,0.00021591291568313515,15.803348909657322,16.0,25.0,0.0
648,648,106,95,10070,0,82.61717974180735,104.47308838133068,98.24409136047666,0.0436987991242302,0.3380533160469802,0.0002972738172366458,15.939324726911618,15.5,25.0,0.0
649,649,55,49,2695,3,76.79406307977736,92.91280148423006,89.45602968460112,0.029733591364279423,0.24007207823521196,0.0004204086640745195,16.860111317254173,22.0,25.0,0.0
650,650,99,114,11286,0,108.52055644160907,131.7900053163211,132.95259613680668,0.040498885989484264,0.2750175642268436,1.8578884054798216e-05,15.755892255892256,15.0,25.0,0.0
651,651,73,109,7957,3,75.70943823048887,100.02815131330904,99.48787231368607,0.04417446160859022,0.31426150292775995,0.0,16.10958904109589,18.0,25.0,0.0
652,652,75,88,6600,0,84.36969696969697,104.1760606060606,100.92348484848485,0.03584962895967102,0.23706607628098178,3.7254901960187543e-06,15.423787878787879,14.0,25.0,0.0
653,653,57,57,3249,3,68.82240689442905,88.4170514004309,81.36164973838105,0.04472162113470986,0.38191896268479214,0.00018384776310850467,16.1606648199446,19.0,25.0,0.0
654,654,122,125,15250,0,100.76819672131147,120.88780327868852,119.11245901639344,0.047053891706195596,0.3150364708095684,0.00016149784881257687,15.812196721311475,15.0,25.0,0.0
655,655,80,30,2400,0,54.685833333333335,80.26291666666667,65.06791666666666,0.036634591871878106,0.22965538783597372,0.0006804646652893987,15.941666666666666,17.0,25.0,0.0
656,656,99,76,7524,0,100.74415204678363,118.764221158958,108.97488038277513,0.0582227998296747,0.5594579342929882,0.00035352514325391994,16.24322169059011,17.0,25.0,0.0
657,657,48,116,5568,0,85.36709770114942,105.13523706896552,95.956716954023,0.05134536691352658,0.4369934000689546,8.21433490687551e-05,15.910739942528735,17.0,25.0,0.0
658,658,56,105,5880,0,127.76462585034014,151.13384353741498,149.45884353741496,0.059775634872632544,0.3590277030679685,6.720178832229912e-05,15.142006802721088,13.0,25.0,0.0
659,659,102,124,12648,0,92.58175205566097,116.48181530676787,113.01114800759014,0.03774137259066089,0.4284131830641922,0.0001530701128198424,15.925917141049968,16.0,25.0,0.0
660,660,110,94,10340,0,115.0127659574468,138.50996131528046,134.94255319148937,0.045499470716467,0.4926870015637231,0.0002905658911522691,15.548452611218568,15.0,25.0,0.0
661,661,142,196,27832,3,80.06151192871515,95.59463926415637,93.39878557056626,0.04449008492221707,0.4921940216844772,1.9626155733547187e-17,16.699985628054037,20.0,25.0,0.0
662,662,166,121,20086,0,126.27441999402569,142.64174051578215,135.84949716220254,0.051408180299351534,0.4666729055233092,0.0,16.480782634670916,18.0,25.0,0.0
663,663,114,52,5928,0,94.60391363022941,120.1855600539811,113.18100539811066,0.03961783212741282,0.36387482729519766,0.0002658882092014869,15.8582995951417,16.0,25.0,0.0
664,664,174,139,24186,0,62.42231042752005,85.26829570826098,72.08649632018523,0.03614728180037957,0.3328818885628937,0.00019993097617079501,16.53890680559001,20.0,25.0,0.0
665,665,35,179,6265,0,97.32258579409418,117.58419792498005,116.66129289704709,0.04080239188395261,0.32844456157283003,0.00015227346073275557,15.566480446927374,15.0,25.0,0.0
666,666,34,36,1224,0,102.94444444444444,124.47140522875817,121.6470588235294,0.06450945255119567,0.33875706367651476,0.0006600577404169052,13.891339869281046,12.0,25.0,0.0
667,667,43,44,1892,0,106.23044397463002,125.47832980972515,133.48044397463002,0.036740315742098476,0.3822736784476917,0.000317006434610978,15.982029598308667,16.0,25.0,0.0
668,668,104,111,11544,0,108.76273388773389,129.82397782397783,123.28057865557865,0.051208066984355746,0.42797087328091166,0.00021647382954373938,16.03257103257103,16.0,25.0,0.0
669,669,104,89,9256,0,91.65881590319792,112.26944684528954,101.75983146067416,0.062851694026548,0.5837843727308172,0.00030117114093528886,16.36527657735523,19.0,25.0,0.0
670,670,138,140,19320,0,97.44989648033126,115.5248447204969,115.55910973084886,0.03692438633301081,0.46347346621489144,0.00014333333333331477,16.934627329192548,21.0,25.0,0.0
671,671,27,32,864,2,113.11111111111111,133.70949074074073,132.20138888888889,0.0631683237272045,0.3611165715160818,0.0,14.40625,13.0,25.0,0.0
672,672,175,106,18550,0,86.37838274932615,106.4699191374663,98.16894878706199,0.04275116754941244,0.30712103386497536,0.00013769746577176634,16.60312668463612,19.0,25.0,0.0
673,673,22,75,1650,0,104.7630303030303,123.23272727272727,116.53939393939395,0.059176507294152754,0.3438869289933927,0.0007033563190130301,14.576969696969696,14.0,25.0,0.0
674,674,148,131,19388,0,114.03765215597276,134.95760264080874,134.8596554569837,0.04795774065080056,0.32176347133022715,7.068627450981801e-05,15.909686403961214,15.0,25.0,0.0
675,675,35,42,1470,0,107.99659863945578,134.59319727891156,129.42176870748298,0.059057750806390405,0.3101905547885941,0.0006850329455478371,14.47278911564626,13.0,25.0,0.0
676,676,25,100,2500,0,89.2756,116.168,117.3692,0.050398996337807145,0.3008101314487248,0.00019993097617074595,14.6064,13.0,25.0,0.0
677,677,186,275,51150,0,122.57935483870968,143.7477028347996,142.98975562072337,0.03859542611155338,0.3539111855793911,9.813077866773593e-18,16.512140762463343,17.0,25.0,0.0
678,678,21,46,966,0,63.091097308488614,81.16873706004141,74.82298136645963,0.03527543553779457,0.1451273766058425,0.0003710564139866393,15.360248447204969,15.0,25.0,0.0
679,679,43,33,1419,0,73.7568710359408,96.97674418604652,98.51303735024665,0.058599490765252706,0.30039504679824025,0.0006212856797072307,15.784355179704017,18.0,25.0,0.0
680,680,88,65,5720,0,127.0277972027972,146.91223776223777,153.42045454545453,0.0341299908457907,0.28051277072298697,0.0001547361050525923,16.41555944055944,17.0,25.0,0.0
681,681,132,40,5280,0,101.48409090909091,125.31439393939394,123.78352272727273,0.06398335786822079,0.3510060478227147,0.0004003988063821439,15.319507575757576,15.0,25.0,0.0
682,682,162,138,22356,0,104.96900161030595,124.45043836106638,121.64814814814815,0.041042081207381835,0.4208189647566471,4.895181586843368e-05,16.033637502236537,16.0,25.0,0.0
683,683,127,127,16129,0,92.2232624465249,112.99212598425197,110.09374418748837,0.04768696414470825,0.5109240599614123,7.131010250279954e-05,16.078430156860314,16.0,25.0,0.0
684,684,45,94,4230,0,79.50118203309692,96.02529550827423,85.76808510638298,0.03829002212774689,0.2126530136671757,0.00031259792775506273,15.665248226950355,15.0,25.0,0.0
685,685,153,330,50490,0,80.95256486432957,100.41859774212715,88.33654188948307,0.04202220516205392,0.46476538415508484,1.0537277523542642e-05,16.652148940384233,19.0,25.0,0.0
686,686,147,57,8379,0,125.06647571309226,140.34156820622985,136.3469387755102,0.04582332812931627,0.38014644061103203,7.076311083754595e-17,15.708079723117317,14.0,25.0,0.0
687,687,140,141,19740,0,62.65506585612969,88.7128672745694,85.46519756838906,0.04079300972034202,0.5345089087313311,1.3877787807814457e-17,15.973252279635258,16.0,25.0,0.0
688,688,48,83,3984,0,83.24397590361446,106.19402610441767,104.33408634538152,0.034888760573317315,0.35520805381565,0.00025177167313678635,16.455572289156628,19.0,25.0,0.0
689,689,65,61,3965,0,59.20706179066835,85.43783102143757,75.4204287515763,0.03558285479361666,0.19981921683035458,0.00013784857602303706,16.282471626733923,19.0,25.0,0.0
690,690,54,50,2700,3,87.6725925925926,107.5537037037037,104.0188888888889,0.04612902915650229,0.31076437553680086,0.00031279088729898317,15.806296296296296,17.0,25.0,0.0
691,691,112,273,30576,0,118.55239403453689,146.3808869701727,153.25124280481424,0.034122658403904035,0.5061569513645998,1.9626155733547187e-17,16.189462323390895,16.0,25.0,0.0
692,692,79,52,4108,0,75.7246835443038,99.69571567672834,90.3566212268744,0.047643836834096336,0.448118532265091,0.00027901960784315616,15.467867575462511,15.0,25.0,0.0
693,693,145,134,19430,0,99.98898610396294,122.47313432835821,126.99119917653114,0.05216521977982078,0.4011724318042967,0.00013766102381533541,15.943643849716933,16.0,25.0,0.0
694,694,208,231,48048,0,82.2425283050283,98.61113886113885,93.13727938727939,0.03427192540018166,0.34971098816741625,7.071346462452707e-05,16.52713952713953,18.0,25.0,0.0
695,695,35,56,1960,0,62.62244897959184,81.56683673469388,78.8658163265306,0.03465014310449419,0.1775042494523033,0.0002237156516885962,15.30765306122449,15.0,25.0,0.0
696,696,177,83,14691,0,72.31788169627663,94.83758763869035,91.42774487781635,0.03663954604743193,0.3047300998978385,9.210021204132925e-05,15.885848478660405,16.0,25.0,0.0
697,697,68,101,6868,0,66.46549213744903,89.71316249271986,84.8351776354106,0.03872885998306188,0.23111009971565616,0.00043757435793651906,16.539749563191613,20.0,25.0,0.0
698,698,33,31,1023,0,80.2336265884653,108.01661779081134,101.58944281524927,0.04351284693969089,0.211482277816328,0.0008413078477322294,14.35386119257087,14.0,25.0,0.0
699,699,132,58,7656,0,76.89145768025078,93.54062173458725,92.91575235109718,0.04268376889073845,0.5979573445459497,0.0,17.668756530825497,24.0,25.0,0.0
700,700,165,61,10065,0,97.25474416294088,117.19552906110283,109.76621957277695,0.050151735000620465,0.41743431615918414,0.00016039002946957953,15.839642324888226,16.0,25.0,0.0
701,701,127,151,19177,0,108.78213484903792,132.16274704072586,126.75142097304062,0.04197413847581974,0.329537500486447,0.00015883902127299227,16.072326224122648,16.0,25.0,0.0
702,702,85,89,7565,0,85.23410442828816,102.8622604097819,97.66040978189028,0.03204874427645109,0.22939897492825753,7.068627450977638e-05,15.784666226040978,15.0,25.0,0.0
703,703,95,112,10640,0,103.2593984962406,127.26701127819548,122.41174812030076,0.05004126063909448,0.4044285727861735,0.00015805931488011403,15.90516917293233,16.0,25.0,0.0
704,704,85,160,13600,0,73.30419117647058,90.64367647058823,83.41345588235293,0.0327077640236161,0.2904492938987429,3.7254901960881437e-06,15.947647058823529,16.0,25.0,0.0
705,705,78,71,5538,0,69.26236908631275,84.03286384976526,75.03647526182738,0.03815584589281835,0.22032227416736838,0.0003744954955689733,15.65185987721199,16.0,25.0,0.0
706,706,91,88,8008,0,71.9493006993007,92.40671828171828,83.35164835164835,0.029168671448123955,0.17186503862948446,6.153778733033301e-05,15.850149850149851,15.0,25.0,0.0
707,707,23,25,575,0,86.50260869565217,117.40695652173913,121.04695652173913,0.05597028623894304,0.35637964417821677,0.0019329741592545684,15.490434782608695,18.0,25.0,0.0
708,708,111,116,12876,0,90.57230506368437,109.79496738117427,111.74200062131096,0.04309724104316199,0.3810373594352278,0.0002083333333333312,16.155716060888476,16.0,25.0,0.0
709,709,39,27,1053,0,110.65716999050332,133.30959164292497,121.18613485280152,0.0592968867361374,0.39486766858721384,0.0,14.163342830009496,13.0,25.0,0.0
710,710,135,119,16065,0,77.26274509803922,107.20180516651105,99.31104886399004,0.04070279908712127,0.4154110986388746,0.0002128422566612746,15.90631808278867,16.0,25.0,0.0
711,711,100,37,3700,0,99.43324324324324,123.1891891891892,121.3545945945946,0.05151329923164805,0.2916973656397084,0.0004794107722833614,15.302432432432433,15.0,25.0,0.0
712,712,63,127,8001,0,106.96137982752155,124.45681789776278,119.32720909886264,0.06338101241962907,0.4541518801975887,0.0002613427052964845,15.618547681539807,15.0,25.0,0.0
713,713,82,67,5494,0,40.37968693119767,56.50600655260284,50.97014925373134,0.030930950715473166,0.46585960874584564,0.0,18.414816163087004,24.0,25.0,0.0
714,714,175,168,29400,0,80.52207482993197,100.36367346938775,100.18363945578231,0.04437152027486071,0.33214171094606987,8.593963529728052e-06,16.7621768707483,21.0,25.0,0.0
715,715,80,43,3440,0,72.62616279069768,92.61715116279069,79.30465116279069,0.05668737186240526,0.5188432191503469,0.00041216826629243556,15.66686046511628,16.0,25.0,0.0
716,716,55,42,2310,0,67.83463203463204,81.3012987012987,66.90995670995672,0.047854645261044264,0.504485801299628,0.0,15.534632034632034,16.0,25.0,0.0
717,717,84,240,20160,0,55.778621031746034,75.2298611111111,69.04791666666667,0.03606059250847029,0.2872480619773883,7.247246888739924e-05,16.77921626984127,21.0,25.0,0.0
718,718,150,79,11850,0,86.8240506329114,109.85620253164556,106.30118143459916,0.03970879612386315,0.29996718539861156,0.000152222576521198,15.961350210970464,16.0,25.0,0.0
719,719,106,92,9752,0,93.4468826907301,108.97764561115669,105.05557834290401,0.044756329996764446,0.3254634643304901,0.00020833333333331733,16.0971082854799,17.0,25.0,0.0
720,720,35,29,1015,3,87.38423645320196,103.55270935960591,101.64926108374384,0.062100245654254635,0.33338573296372775,0.0009342518136802703,14.444334975369458,14.0,25.0,0.0
721,721,98,129,12642,0,97.7375415282392,119.61161208669515,121.23366555924696,0.04657006902865231,0.33089281186235525,1.9626155733547187e-17,15.703211517165006,15.0,25.0,0.0
722,722,150,160,24000,0,80.86658333333334,104.32720833333333,107.36929166666667,0.041824538187526114,0.4166529622937169,0.00019719205816838483,16.082458333333335,16.0,25.0,0.0
723,723,78,81,6318,0,90.69309908198797,108.1994301994302,102.77176321620766,0.035806109710467326,0.23444916796847692,0.00016570776632859248,15.42545109211776,14.0,25.0,0.0
724,724,44,91,4004,0,83.52997002997003,103.2047952047952,94.50449550449551,0.038039412251371495,0.2401992444206313,0.00019993097617079501,15.979270729270729,17.0,25.0,0.0
725,725,155,107,16585,3,85.47108833283087,102.2268314742237,98.20126620440156,0.04797900670475182,0.33091258677630536,0.00015609398015961357,16.526258667470607,19.0,25.0,0.0
726,726,119,116,13804,0,98.80730223123732,121.19834830483917,122.42799188640974,0.04697487043015976,0.34431786959979305,5.579981865232323e-05,15.504853665604173,14.0,25.0,0.0
727,727,114,94,10716,0,110.15266890630832,128.1335386338186,125.15845464725643,0.06066083820893095,0.4828485105610143,9.813077866773593e-18,16.19232922732363,18.0,25.0,0.0
728,728,211,135,28485,0,113.36861506055818,125.80958399157451,117.88860803931894,0.054069871738952016,0.38673964124052895,0.00015307011281988624,16.262769878883624,16.0,25.0,0.0
729,729,93,113,10509,0,105.47235702730993,118.13264820629936,109.04063183937578,0.05234808179799609,0.34407447379052297,1.9626155733547187e-17,15.859358644970976,15.0,25.0,0.0
730,730,178,255,45390,0,104.56944260850408,126.2035029742234,118.52236175369023,0.04635512807870375,0.4654675309668043,0.0,16.116038775060588,16.0,25.0,0.0
731,731,114,156,17784,0,57.37460638776428,72.54447818263608,73.47098515519568,0.029388881307311543,0.7860885606447335,0.0,18.37027665317139,24.0,25.0,0.0
732,732,51,84,4284,0,116.36694677871148,132.718720821662,125.36928104575163,0.04753504566462334,0.3037747195763355,0.0005892556509887541,14.847572362278244,13.0,25.0,0.0
733,733,87,93,8091,3,61.48016314423433,80.72339636633296,74.88307996539365,0.034189682705790446,0.20873742787899685,0.00015307011281982992,15.934000741564702,16.0,25.0,0.0
734,734,160,117,18720,0,87.54508547008547,109.06800213675214,102.13253205128206,0.04164139365960821,0.6221559716992516,7.267377984934042e-05,16.479273504273504,19.0,25.0,0.0
735,735,261,65,16965,3,100.15419982316534,119.9133510167993,123.89625699970527,0.04608714176035863,0.3027352490539733,6.720178832226559e-05,15.684939581491305,15.0,25.0,0.0
736,736,45,250,11250,0,111.88062222222223,126.9912,121.35928888888888,0.05540096324390076,0.3908684796746371,0.0,16.78008888888889,20.0,25.0,0.0
737,737,21,18,378,0,65.97354497354497,104.02380952380952,98.57671957671958,0.04616218968439217,0.1618734652197901,0.0003573938759200553,13.404761904761905,12.0,25.0,0.0
738,738,22,15,330,0,113.53939393939395,133.47878787878787,134.8121212121212,0.06143278009787124,0.24481880149788107,0.0036228004768254006,12.615151515151515,11.0,25.0,0.0
739,739,169,184,31096,0,104.83264728582455,127.10814895806534,124.76267043992796,0.04211519013293518,0.30160861373561176,7.071346462448584e-05,15.883843581167996,15.0,25.0,0.0
740,740,114,68,7752,0,110.25154798761609,131.83888028895768,121.79450464396285,0.056976100967068,0.3518250243435433,0.0,15.279669762641898,14.0,25.0,0.0
741,741,37,45,1665,0,93.42462462462463,117.1117117117117,117.24444444444444,0.06892093204138894,0.5022381347555936,0.00038932467481802777,15.224024024024024,15.0,25.0,0.0
742,742,66,60,3960,3,103.99747474747475,119.65479797979798,114.89116161616161,0.06633145988075131,0.5922585671284732,0.0,16.39469696969697,19.0,25.0,0.0
743,743,104,108,11232,0,83.69845085470085,100.74875356125357,89.90331196581197,0.05295201487397912,0.4565527289386057,0.00021774509803920703,16.197204415954417,17.0,25.0,0.0
744,744,21,19,399,3,83.92481203007519,105.06015037593986,106.52130325814537,0.025448483358975812,0.10656671477665586,0.0018529655823685566,14.411027568922306,14.0,25.0,0.0
745,745,32,30,960,0,61.896875,80.82291666666667,70.14791666666666,0.039784562253736146,0.19746524120962788,0.00015096829592491234,15.053125,15.0,25.0,0.0
746,746,85,130,11050,0,122.23656108597285,134.5585520361991,126.78027149321267,0.05308979704458449,0.3576478096572169,0.0,16.271131221719457,17.0,25.0,0.0
747,747,108,277,29916,0,97.65981414627625,119.25113651557695,112.09573472389357,0.042688359473407544,0.34277634108152555,0.0001376470588235687,15.967208182912154,15.0,25.0,0.0
748,748,151,90,13590,0,115.69727740986019,134.00051508462104,130.04370860927153,0.04439895987007261,0.3949541757049374,7.441176470579514e-05,16.05776306107432,16.0,25.0,0.0
749,749,31,32,992,0,71.57862903225806,91.7913306451613,88.65826612903226,0.04011698240700993,0.15457413978366386,0.0012546580185692651,14.565524193548388,14.0,25.0,0.0
750,750,38,49,1862,1,95.52255639097744,124.64661654135338,128.02470461868958,0.04911850802040138,0.2478508935200458,0.00021462148041115955,15.233619763694952,15.0,25.0,0.0
751,751,69,111,7659,0,68.89437263350307,89.66431649040345,82.77124951037995,0.0295412065182552,0.17683792481398966,0.0002103015218770844,16.11829220524873,17.0,25.0,0.0
752,752,211,294,62034,0,83.17092239739497,103.79614405003707,98.72782667569398,0.046488325696651775,0.4360437926458521,1.097135458930219e-17,16.915659154657124,21.0,25.0,0.0
753,753,96,149,14304,0,121.48392058165548,141.83487136465325,139.96168903803132,0.05508726633600034,0.390675878125518,8.241436784736081e-05,16.064177852348994,16.0,25.0,0.0
754,754,115,87,10005,3,91.17891054472764,112.1872063968016,113.56861569215393,0.03754800004971907,0.4067819237007618,2.194270917860438e-17,16.647476261869066,20.0,25.0,0.0
755,755,159,200,31800,0,54.33056603773585,69.08025157232704,65.79955974842767,0.03208350382187637,0.45352168208092597,0.0,18.559559748427674,24.0,25.0,0.0
756,756,102,98,9996,0,43.85914365746299,64.80902360944378,51.7483993597439,0.033071934486671034,0.3395132156682969,9.813077866773593e-18,16.274109643857543,18.0,25.0,0.0
757,757,101,114,11514,0,92.05219732499566,113.63331596317526,123.61125586242835,0.04088038293875926,0.32761781233518805,9.813077866773593e-18,15.980632273753692,15.0,25.0,0.0
758,758,92,115,10580,0,109.9078449905482,131.1094517958412,130.65992438563327,0.05020032406946615,0.5014866917093146,0.00020284164462719336,15.379206049149339,14.0,25.0,0.0
759,759,21,32,672,0,141.38541666666666,157.62946428571428,155.38690476190476,0.08346192832598665,0.3203702938063933,0.0013253612305284947,14.90922619047619,14.0,25.0,0.0
760,760,143,101,14443,0,96.17316347019317,115.39160839160839,111.91643010454892,0.040056322739532,0.39356577787373753,9.99654880853926e-05,16.374298968358374,18.0,25.0,0.0
761,761,82,51,4182,0,121.23768531802965,140.18794835007174,136.91224294595887,0.053972400247438226,0.34749503518099667,0.00011080721609534755,15.483261597321855,15.0,25.0,0.0
762,762,81,61,4941,0,97.43068204816839,126.77696822505565,122.40234770289415,0.051446057976918584,0.3292330631514077,0.00028848741807624054,15.168184578020643,14.0,25.0,0.0
763,763,36,58,2088,0,95.4353448275862,110.42337164750958,114.28352490421456,0.05485522607642959,0.38129224367331244,0.0006371749949900912,15.409961685823754,15.0,25.0,0.0
764,764,66,84,5544,0,65.39466089466089,82.81259018759019,78.34361471861472,0.03980693886344744,0.3306580930348542,9.813077866773593e-18,15.85966810966811,17.0,25.0,0.0
765,765,44,37,1628,0,89.21437346437347,114.88697788697789,129.8433660933661,0.04398585618157745,0.2263548921155461,0.0006289845382869526,15.10135135135135,15.0,25.0,0.0
766,766,52,33,1716,0,80.50058275058275,107.58275058275058,98.79895104895105,0.05444258066505746,0.30749700539967434,0.000565741399767598,15.255244755244755,15.0,25.0,0.0
767,767,82,46,3772,0,66.21633085896076,98.92709437963944,90.16675503711559,0.04324845572192983,0.3287826103084878,0.0005583434900692835,15.775450689289501,16.0,25.0,0.0
768,768,146,147,21462,0,99.4849967384214,123.63023017426148,122.69383095704035,0.04640401519461541,0.5508596087453307,0.00015657387617511973,16.011182555213868,16.0,25.0,0.0
769,769,84,151,12684,2,61.125039419741405,82.969646799117,74.86754966887418,0.04902006436917201,0.41645520584938794,0.00011067277049911018,16.018133081046987,17.0,25.0,0.0
770,770,35,40,1400,0,92.68,119.54357142857143,155.3357142857143,0.038986008321545744,0.15621529412761473,0.0004910823458794467,15.810714285714285,18.0,25.0,0.0
771,771,233,184,42872,0,79.73509516700877,99.78983952229893,92.93021086023512,0.037978810611506215,0.3986459868054462,9.996548808540241e-05,16.27978634073521,17.0,25.0,0.0
772,772,171,154,26334,0,81.80777701830334,102.06789701526543,96.85254803675856,0.03746461368565639,0.33171794378007713,0.00020395559670837864,16.1446419077998,17.0,25.0,0.0
773,773,51,51,2601,3,97.10534409842369,121.23529411764706,115.21184159938485,0.06634361497615637,0.5174738985292624,0.0,15.843521722414456,16.0,25.0,0.0
774,774,48,49,2352,0,96.0327380952381,122.69600340136054,120.90731292517007,0.05064966271357929,0.3603718005752345,0.00042219553250388343,15.374574829931973,14.0,25.0,0.0
775,775,160,201,32160,0,64.06277985074627,88.355907960199,75.74368781094527,0.0375088726073666,0.4539813161251726,0.000150669434041804,16.021206467661692,17.0,25.0,0.0
776,776,24,48,1152,0,116.46006944444444,140.80989583333334,149.86545138888889,0.008496665886270504,0.18628820085219916,3.925231146709437e-17,17.981770833333332,25.0,25.0,0.0
777,777,151,93,14043,0,93.70070497756889,123.57971943316954,121.21683400982695,0.05080829659269435,0.38794725048604095,0.00011866139524080916,15.541693370362458,15.0,25.0,0.0
778,778,154,118,18172,0,98.59536649790887,121.65160686770857,127.40876073079463,0.05109989211431878,0.5235995013318239,0.00025133708186362295,15.781972265023112,15.0,25.0,0.0
779,779,87,79,6873,3,76.43023424996363,91.17910664920704,84.97773897861195,0.04427804683344063,0.3153843447103388,0.00016007810593581459,16.50851156700131,20.0,25.0,0.0
780,780,61,154,9394,3,118.46338088141367,139.19863742814562,136.1205024483713,0.06972806256679223,0.47295583523965073,0.00019993097617080483,16.260166063444753,18.0,25.0,0.0
781,781,207,172,35604,0,80.46716661049321,102.4515503875969,101.47750252780587,0.03950227975253151,0.34704782957689423,0.00012463958035226463,16.295556679024827,17.0,25.0,0.0
782,782,225,116,26100,0,90.45134099616858,117.00302681992338,114.9731417624521,0.04269630062046257,0.390598601493327,1.9626155733547187e-17,15.742452107279693,15.0,25.0,0.0
783,783,113,126,14238,0,82.67600786627335,106.2873999157185,100.87645736760781,0.04986128286180293,0.5772728541655994,0.00020083191550465473,16.006531816266328,17.0,25.0,0.0
784,784,363,238,86394,3,78.83098363312267,98.05114938537399,97.4449961802903,0.03783672667390507,0.3913364535539841,3.925231146709437e-17,16.789395096881726,20.0,25.0,0.0
785,785,178,221,39338,0,89.37043062687478,109.13236565153287,112.53312318877421,0.04119119173824527,0.5507678363202542,0.00010669126374414847,16.126849356855967,16.0,25.0,0.0
786,786,134,94,12596,0,113.70077802476978,128.3979834868212,124.84836456017783,0.045064534938143504,0.3903206647490526,7.068627450981108e-05,15.994283899650682,16.0,25.0,0.0
787,787,67,87,5829,0,94.8174644021273,118.36901698404529,115.18682449819866,0.03834910502092739,0.240337099973383,1.9626155733547187e-17,15.367301423914908,14.0,25.0,0.0
788,788,68,93,6324,0,82.64358001265022,109.57890575585073,107.2707147375079,0.05081911781859428,0.37877682415419744,9.865541645391269e-05,15.729285262492093,15.0,25.0,0.0
789,789,100,81,8100,0,118.24827160493827,134.29111111111112,131.01086419753085,0.04667622726008656,0.40472086556490544,7.068627450979026e-05,15.038024691358025,13.0,25.0,0.0
790,790,76,90,6840,0,93.45014619883041,113.19809941520468,110.73771929824561,0.045886824474538714,0.31675523371102127,6.761899105126376e-05,15.749707602339182,15.0,25.0,0.0
791,791,68,64,4352,0,100.89522058823529,113.44692095588235,113.1888786764706,0.055456769461573574,0.3281087466600852,0.0008571325067801239,15.352481617647058,15.0,25.0,0.0
792,792,33,56,1848,0,77.71212121212122,93.4280303030303,86.93722943722943,0.043390760809283516,0.2793829934365695,0.0002993465425835266,15.898809523809524,18.0,25.0,0.0
793,793,256,217,55552,0,71.22973070276498,94.37865423387096,93.28467021889401,0.03275147138448487,0.48057045220709804,0.0,16.97271025345622,21.0,25.0,0.0
